City,County,Region, Area (sq. mi.) ,Latitude,Longitude, pop2020 ,pop2023,Tier,Growth, Population Density ,Median Household Income,Income Generated (median),Median Age,Bachelors Degree,Graduate Degree,Poverty Rate,Unemployment Rate,Housing Units,Occupied Units,Vacancy Rates,Median Value of Owner-Occupied Units,Total Value of Residential Units
Pea Ridge,Santa Rosa,Florida Panhandle,3,,,,"4,190",4,,"1,481","$64,489 ","$101,054,263 ",32,16.00%,3.00%,8.60%,2.60%,"1,567","1,516",3%,"$150,000 ","$227,400,000 "
Pebble Creek,Hillsborough,Suncoast,3,28.1589,-82.3411,"9,624","10,224",4,2.00%,"3,619","$101,981 ","$356,831,519 ",38,30.00%,20.00%,9.20%,2.20%,"3,499","3,469",1%,"$302,400 ","$1,049,025,600 "
Pelican Bay,Collier,Suncoast,3,26.2349,-81.8102,"6,660","6,753",4,0.50%,"2,291","$144,219 ","$964,392,453 ",74,40.00%,33.00%,0.40%,2.10%,"6,687","3,592",46%,"$1,060,400 ","$3,808,956,800 "
Pelican Marsh ,Collier,Suncoast,2,,,,"2,196",4,,"1,130","$118,833 ","$250,618,797 ",71,42%,27%,32.20%,0.00%,"2,109","1,134",46%,"$789,300 ","$895,066,200 "
Pembroke Park,Broward,Southeast Florida,1,25.9851,-80.1798,"6,260","6,308",4,0.30%,"4,571","$40,260 ","$152,504,880 ",33,12.00%,7.00%,26.30%,7.10%,"3,788","2,415",36%,"($666,666,666)","($1,609,999,998,390)"
Pembroke Pines,Broward,Southeast Florida,33,26.0147,-80.3402,"171,178","176,107",2,0.90%,"5,390","$73,024 ","$4,832,144,128 ",42,22.00%,13.00%,8.20%,5.20%,"66,172","61,862",7%,"$324,300 ","$20,061,846,600 "
Pensacola,Escambia,Florida Panhandle,23,30.4433,-87.1895,"54,312","55,029",3,0.40%,"2,431","$59,119 ","$1,608,450,633 ",38,22.00%,17.00%,10.50%,5.80%,"27,207","24,372",10%,"$220,000 ","$5,361,840,000 "
Pensacola Station,Escambia,Florida Panhandle,9,,,,"5,423",4,,622,"$53,063 ","$34,968,517 ",20,36.00%,7.00%,13.60%,3.50%,659,555,16%,"($666,666,666)","($369,999,999,630)"
Perry,Taylor,Northeast Florida,9,30.109,-83.5821,"6,898","6,862",4,-0.20%,728,"$43,797 ","$128,237,616 ",36,11.00%,6.00%,23.10%,10.50%,"2,928","2,340",20%,"$107,800 ","$252,252,000 "
Pierson ,Volusia,Northeast Florida,10,,,,"1,575",4,,154,"$56,641 ","$30,472,858 ",37,6%,3%,36.50%,1.60%,538,487,9%,"$196,100 ","$95,500,700 "
Pine Air ,Palm Beach,Southeast Florida,0,,,,"2,453",4,,"7,922","$43,462 ","$30,510,324 ",40,10%,3%,3.60%,7.50%,702,658,6%,"$230,600 ","$151,734,800 "
Pine Castle,Orange,Central Florida,2,28.4547,-81.3696,"11,122","11,218",4,0.30%,"4,630","$41,452 ","$169,082,708 ",35,11.00%,5.00%,26.30%,7.90%,"4,079","3,454",15%,"$208,600 ","$720,504,400 "
Pine Hills,Orange,Central Florida,12,28.5818,-81.4695,"66,111","67,923",3,0.90%,"5,569","$46,199 ","$1,124,760,854 ",32,11.00%,3.00%,19.10%,11.90%,"24,346","22,838",6%,"$179,900 ","$4,108,556,200 "
Pine Island Center ,Lee,Suncoast,4,,,,"1,973",4,,452,"$45,117 ","$45,342,585 ",58,11%,11%,2.80%,2.30%,"1,005",753,25%,"$219,300 ","$165,132,900 "
Pine Manor,Lee,Suncoast,0,26.5737,-81.8776,"4,122","4,329",4,1.60%,"9,685","$27,853 ","$43,478,533 ",30,5.00%,2.00%,33.70%,12.30%,"1,561","1,397",11%,"$130,300 ","$182,029,100 "
Pine Ridge,Citrus,Central Florida,25,28.933,-82.4762,"11,042","11,474",4,1.30%,462,"$61,855 ","$321,707,855 ",65,15.00%,13.00%,5.00%,4.20%,"5,201","4,644",11%,"$270,700 ","$1,257,130,800 "
Pine Ridge ,Collier,Suncoast,2,,,,"1,798",4,,"1,068","$128,359 ","$139,526,233 ",50,27%,29%,32.20%,1.70%,"1,087",745,31%,"$270,700 ","$201,671,500 "
Pinecrest,Miami-Dade,South Florida,7,25.6652,-80.3049,"18,388","18,436",4,0.10%,"2,474","$166,801 ","$1,067,025,997 ",43,32.00%,37.00%,6.30%,4.50%,"6,397","5,967",7%,"$937,600 ","$5,594,659,200 "
Pinellas Park,Pinellas,Suncoast,16,27.8589,-82.7082,"53,093","54,296",3,0.70%,"3,380","$54,111 ","$1,354,939,440 ",44,16.00%,7.00%,8.60%,5.40%,"25,040","21,380",15%,"$181,100 ","$3,871,918,000 "
Pinewood,Miami-Dade,South Florida,2,25.8694,-80.2171,"17,246","17,465",4,0.40%,"9,963","$40,294 ","$234,672,256 ",40,8.00%,3.00%,15.90%,8.10%,"5,824","5,420",7%,"$231,100 ","$1,252,562,000 "
Plant City,Hillsborough,Suncoast,28,28.0144,-82.1203,"39,764","41,276",3,1.20%,"1,498","$57,025 ","$879,667,650 ",37,16.00%,6.00%,12.40%,3.60%,"15,426","14,581",5%,"$193,100 ","$2,815,591,100 "
Plantation,Broward,Southeast Florida,22,26.1256,-80.2618,"91,750","93,790",3,0.70%,"4,329","$79,893 ","$3,065,574,303 ",40,28.00%,17.00%,9.00%,4.70%,"38,371","35,317",8%,"$353,400 ","$12,481,027,800 "
Plantation,Sarasota,Suncoast,2,27.0616,-82.3696,"5,034","5,070",4,0.20%,"2,308","$69,049 ","$263,629,082 ",73,29.00%,21.00%,1.60%,3.90%,"3,818","2,561",33%,"$313,200 ","$802,105,200 "
Plantation Mobile Home Park ,Palm Beach,Southeast Florida,0,,,,"1,528",4,,"5,878","$38,125 ","$18,490,625 ",43,11%,1%,4.80%,25.50%,485,485,0%,--,#VALUE!
Poinciana,Osceola,Central Florida,72,28.1187,-81.4792,"69,309","74,145",3,2.20%,"1,032","$53,072 ","$1,333,062,496 ",39,11.00%,7.00%,10.30%,6.20%,"25,118","20,118",20%,"$203,200 ","$4,087,977,600 "
Point Baker ,Santa Rosa,Florida Panhandle,7,,,,"3,280",4,,496,"$42,717 ","$48,697,380 ",32,14%,4%,6.30%,14.80%,"1,140","1,108",3%,"$184,700 ","$204,647,600 "
Polk City ,Polk,Central Florida,5,,,,"2,637",4,,586,"$59,069 ","$68,520,040 ",48,11%,4%,1.10%,5.30%,"1,160","1,061",9%,"$170,900 ","$181,324,900 "
Pompano Beach,Broward,Southeast Florida,24,26.2416,-80.1339,"112,046","115,706",2,1.10%,"4,817","$56,109 ","$3,259,764,573 ",42,18.00%,11.00%,11.80%,8.60%,"58,097","44,875",23%,"$245,100 ","$10,998,862,500 "
Ponce Inlet ,Volusia,Northeast Florida,4,,,,"3,342",4,,745,"$85,278 ","$258,562,896 ",65,31%,19%,9.70%,1.20%,"3,032","1,632",46%,"$404,900 ","$660,796,800 "
Port Charlotte,Charlotte,Suncoast,28,26.9895,-82.1136,"60,625","62,494",3,1.00%,"2,194","$54,956 ","$1,705,449,548 ",56,12.00%,6.00%,8.90%,6.50%,"31,033","26,542",14%,"$192,900 ","$5,119,951,800 "
Port LaBelle,Glades,Suncoast,8,26.7493,-81.386,"5,450","6,026",4,3.30%,745,"$36,129 ","$77,677,350 ",34,11.00%,2.00%,7.80%,8.40%,"2,150","1,961",9%,"$150,200 ","$294,542,200 "
Port Orange,Volusia,Northeast Florida,27,29.1134,-81.0132,"62,596","64,561",3,1.00%,"2,408","$58,530 ","$1,757,187,660 ",46,19.00%,9.00%,6.50%,4.70%,"30,022","26,896",10%,"$222,500 ","$5,984,360,000 "
Port Richey ,Pasco,Suncoast,2,,,,"3,027",4,,"1,363","$44,792 ","$81,611,024 ",48,17%,8%,12.40%,4.10%,"1,822","1,459",20%,"$206,200 ","$300,845,800 "
Port Salerno,Martin,Southeast Florida,4,27.1452,-80.1887,"10,401","10,494",4,0.30%,"2,944","$59,375 ","$338,615,625 ",50,16.00%,10.00%,5.40%,7.20%,"5,703","4,441",22%,"$262,400 ","$1,165,318,400 "
Port St. Joe ,Gulf,Florida Panhandle,9,,,,"3,680",4,,393,"$61,827 ","$121,304,574 ",50,17%,11%,11.80%,5.80%,"1,962","1,555",21%,"$227,800 ","$354,229,000 "
Port St. John,Brevard,Northeast Florida,4,28.477,-80.7874,"23,474","26,837",3,4.40%,"6,926","$73,983 ","$752,629,059 ",42,15.00%,6.00%,8.50%,4.70%,"10,173","8,953",12%,"$198,100 ","$1,773,589,300 "
Port St. Lucie,St. Lucie,Southeast Florida,119,27.2806,-80.3883,"204,851","216,926",2,1.90%,"1,820","$68,647 ","$5,416,934,770 ",43,16.00%,8.00%,5.30%,5.40%,"78,910","71,609",9%,"$245,900 ","$17,608,653,100 "
Pretty Bayou ,Bay,Florida Panhandle,2,,,,"2,497",4,,"1,545","$74,627 ","$98,656,894 ",52,15%,18%,4.90%,4.30%,"1,322","1,121",15%,"$260,400 ","$291,908,400 "
Princeton,Miami-Dade,South Florida,7,25.5406,-80.3984,"39,308","44,489",3,4.00%,"5,997","$71,040 ","$776,112,000 ",36,24.00%,7.00%,9.20%,5.40%,"10,925","10,586",3%,"$289,500 ","$3,064,647,000 "
Progress Village,Hillsborough,Suncoast,3,27.8856,-82.3643,"11,188","12,928",4,4.70%,"4,272","$65,769 ","$279,518,250 ",33,21.00%,16.00%,13.60%,1.70%,"4,250","3,968",7%,"$200,300 ","$794,790,400 "
Punta Gorda,Charlotte,Suncoast,16,26.892,-82.0232,"19,471","20,320",4,1.40%,"1,309","$68,923 ","$898,549,151 ",65,23.00%,15.00%,8.50%,4.90%,"13,037","9,616",26%,"$377,100 ","$3,626,193,600 "
Punta Rassa ,Lee,Suncoast,2,,,,"1,555",4,,651,"$77,895 ","$108,429,840 ",81,21%,33%,3.80%,0.00%,"1,392",866,38%,"$555,400 ","$480,976,400 "
Quail Ridge ,Pasco,Suncoast,4,,,,"2,767",4,,717,"$76,327 ","$77,395,578 ",37,35%,5%,30.00%,1.70%,"1,014",968,5%,"$173,300 ","$167,754,400 "
Quincy,Gadsden,Florida Panhandle,12,30.564,-84.5847,"7,970","7,970",4,0.00%,692,"$31,756 ","$112,511,508 ",41,10.00%,6.00%,41.70%,2.20%,"3,543","2,890",18%,"$78,600 ","$227,154,000 "
Rainbow Lakes Estates ,Marion,Central Florida,16,,,,"3,406",4,,215,"$41,677 ","$77,602,574 ",55,9%,3%,4.50%,4.90%,"1,862","1,449",22%,"$100,500 ","$145,624,500 "
Rainbow Park ,Marion,Central Florida,5,,,,"1,785",4,,370,"$46,293 ","$28,794,246 ",40,12%,2%,4.70%,16.00%,622,622,0%,"$93,900 ","$58,405,800 "
Rainbow Springs,Marion,Central Florida,12,,,,"4,957",4,,426,"$52,836 ","$151,058,124 ",68,15.00%,12.00%,6.00%,2.40%,"2,859","2,441",15%,"$203,100 ","$495,767,100 "
Redington Shores ,Pinellas,Suncoast,0,,,,"2,043",4,,"6,195","$85,179 ","$191,482,392 ",62,30%,21%,10.10%,2.10%,"2,248","1,121",50%,"$499,600 ","$560,051,600 "
Richmond Heights,Miami-Dade,South Florida,2,25.6333,-80.3712,"8,944","9,064",4,0.40%,"5,686","$54,336 ","$161,323,584 ",40,14.00%,6.00%,7.50%,5.90%,"2,969","2,807",5%,"$255,700 ","$717,749,900 "
Richmond West,Miami-Dade,South Florida,4,25.6093,-80.4296,"35,884","37,057",3,1.10%,"8,882","$79,155 ","$842,130,045 ",40,22.00%,8.00%,5.80%,4.90%,"10,639","10,459",2%,"$348,400 ","$3,643,915,600 "
Ridge Manor,Hernando,Central Florida,9,28.4929,-82.1896,"4,743","4,812",4,0.50%,558,"$46,589 ","$114,422,584 ",43,9.00%,5.00%,5.90%,5.10%,"2,456","1,932",21%,"$142,700 ","$275,696,400 "
Ridge Wood Heights,Sarasota,Suncoast,1,27.2863,-82.512,"5,064","5,145",4,0.50%,"3,641","$60,486 ","$162,949,284 ",49,21.00%,8.00%,5.70%,3.00%,"2,694","2,332",13%,"$268,100 ","$625,209,200 "
Ridgecrest ,Pinellas,Suncoast,1,,,,"3,296",4,,"3,714","$39,207 ","$47,244,435 ",36,3%,2%,17.40%,12.60%,"1,205",979,19%,"$238,100 ","$233,099,900 "
Rio Pinar,Orange,Central Florida,2,28.5191,-81.2612,"5,409","5,469",4,0.40%,"2,517","$94,863 ","$179,765,385 ",46,20.00%,15.00%,1.60%,4.50%,"1,895","1,775",6%,"$307,500 ","$545,812,500 "
River Park,St. Lucie,Southeast Florida,2,27.3229,-80.3316,"6,514","6,901",4,1.90%,"2,934","$44,077 ","$125,178,680 ",46,12.00%,3.00%,17.70%,7.10%,"2,840","2,403",15%,"$141,700 ","$340,505,100 "
River Ridge,Pasco,Suncoast,4,28.2669,-82.6257,"5,107","5,227",4,0.80%,"1,247","$80,438 ","$160,876,000 ",48,15.00%,8.00%,11.30%,11.30%,"2,000","1,902",5%,"$204,400 ","$388,768,800 "
Riverview,Hillsborough,Suncoast,46,27.8243,-82.3045,"107,396","118,301",2,3.20%,"2,560","$79,213 ","$2,962,724,626 ",37,21.00%,10.00%,6.60%,5.40%,"37,402","34,871",7%,"$247,300 ","$8,623,598,300 "
Riviera Beach,Palm Beach,Southeast Florida,8,26.7814,-80.0761,"37,604","39,140",3,1.30%,"4,728","$51,118 ","$903,561,768 ",37,16.00%,9.00%,15.50%,9.30%,"17,676","13,377",24%,"$237,600 ","$3,178,375,200 "
Rockledge,Brevard,Northeast Florida,12,28.3207,-80.7292,"27,678","28,503",3,1.00%,"2,350","$73,327 ","$943,425,182 ",46,19.00%,12.00%,5.60%,4.40%,"12,866","10,956",15%,"$249,500 ","$2,733,522,000 "
Roosevelt Gardens ,Broward,Southeast Florida,0,,,,"2,295",4,,"7,122","$40,952 ","$40,542,480 ",34,19%,3%,14.40%,8.00%,990,924,7%,"$206,700 ","$190,990,800 "
Roseland ,Indian River,Southeast Florida,2,,,,"1,552",4,,821,"$49,958 ","$54,704,010 ",63,8%,13%,19.80%,0.00%,"1,095",740,32%,"$240,700 ","$178,118,000 "
Rotonda,Charlotte,Suncoast,11,26.8851,-82.2779,"10,114","10,522",4,1.30%,987,"$54,850 ","$410,003,750 ",68,17.00%,9.00%,3.10%,2.10%,"7,475","5,277",29%,"$257,400 ","$1,358,299,800 "
Royal Palm Beach,Palm Beach,Southeast Florida,11,26.699,-80.2276,"38,932","40,369",3,1.20%,"3,559","$84,797 ","$1,186,564,421 ",41,20.00%,13.00%,2.70%,4.60%,"13,993","12,942",8%,"$294,800 ","$3,815,301,600 "
Royal Palm Estates ,Palm Beach,Southeast Florida,0,,,,"1,563",4,,"6,232","$51,667 ","$25,110,162 ",36,2%,0%,1.90%,7.10%,486,486,0%,"$270,900 ","$131,657,400 "
Ruskin,Hillsborough,Suncoast,18,27.7077,-82.4228,"28,620","32,043",3,3.70%,"1,775","$69,005 ","$656,720,585 ",34,14.00%,7.00%,15.70%,5.50%,"9,517","8,378",12%,"$206,100 ","$1,726,705,800 "
Safety Harbor,Pinellas,Suncoast,5,28.0063,-82.6978,"17,072","17,129",4,0.10%,"3,479","$96,365 ","$724,086,610 ",47,29.00%,15.00%,2.80%,4.20%,"7,514","6,693",11%,"$307,600 ","$2,058,766,800 "
Samoset,Manatee,Suncoast,1,27.4752,-82.5431,"4,146","4,233",4,0.70%,"3,264","$39,526 ","$55,138,770 ",42,8.00%,1.00%,8.80%,4.10%,"1,395","1,380",1%,"$115,200 ","$158,976,000 "
Samsula-Spruce Creek,Volusia,Northeast Florida,17,29.0544,-81.0628,"4,877","4,826",4,-0.40%,287,"$74,984 ","$192,708,880 ",60,24.00%,15.00%,4.50%,1.60%,"2,570","2,289",11%,"$336,700 ","$770,706,300 "
San Carlos Park,Lee,Suncoast,5,26.4767,-81.8197,"18,563","19,085",4,0.90%,"4,037","$71,958 ","$504,065,790 ",36,16.00%,5.00%,3.40%,2.60%,"7,005","6,070",13%,"$228,000 ","$1,383,960,000 "
San Castle ,Palm Beach,Southeast Florida,0,,,,"3,495",4,,"8,330","$37,629 ","$46,020,267 ",43,10%,6%,9.80%,5.80%,"1,223","1,125",8%,"$157,900 ","$177,637,500 "
Sanford,Seminole,Central Florida,23,28.7894,-81.2756,"61,051","63,295",3,1.20%,"2,710","$55,428 ","$1,349,117,520 ",35,18.00%,7.00%,12.80%,5.80%,"24,340","22,616",7%,"$196,100 ","$4,434,997,600 "
Sanibel,Lee,Suncoast,16,26.451,-82.1057,"6,382","6,355",4,-0.10%,393,"$103,413 ","$890,489,343 ",68,28.00%,30.00%,5.10%,1.60%,"8,611","3,471",60%,"$730,400 ","$2,535,218,400 "
Sarasota,Sarasota,Suncoast,15,27.3383,-82.5437,"54,842","55,718",3,0.50%,"3,785","$62,615 ","$1,943,569,600 ",49,21.00%,16.00%,10.40%,3.10%,"31,040","23,984",23%,"$321,100 ","$7,701,262,400 "
Sarasota Springs,Sarasota,Suncoast,4,27.31,-82.4781,"12,521","11,960",4,-1.50%,"3,413","$78,695 ","$407,561,405 ",42,17.00%,7.00%,5.70%,3.30%,"5,179","4,657",10%,"$234,300 ","$1,091,135,100 "
Satellite Beach,Brevard,Northeast Florida,3,28.1787,-80.5994,"11,226","11,562",4,1.00%,"3,958","$92,750 ","$422,012,500 ",42,32.00%,21.00%,1.70%,5.30%,"4,550","4,036",11%,"$342,800 ","$1,383,540,800 "
Sawgrass,St. Johns,Northeast Florida,3,30.1913,-81.3711,"5,385","5,535",4,0.90%,"1,830","$109,111 ","$334,861,659 ",52,35.00%,27.00%,1.70%,4.00%,"3,069","2,032",34%,"$584,100 ","$1,186,891,200 "
Sebastian,Indian River,Southeast Florida,14,27.7879,-80.4824,"25,054","25,990",3,1.20%,"1,857","$60,966 ","$740,066,274 ",57,17.00%,12.00%,5.40%,7.90%,"12,139","10,659",12%,"$218,900 ","$2,333,255,100 "
Sebring,Highlands,Central Florida,10,27.4714,-81.4516,"10,729","10,801",4,0.20%,"1,067","$32,607 ","$187,392,429 ",47,9.00%,5.00%,21.10%,11.80%,"5,747","4,595",20%,"$117,400 ","$539,453,000 "
Seffner,Hillsborough,Suncoast,4,28.0016,-82.2741,"8,362","8,596",4,0.90%,"2,383","$78,204 ","$229,450,536 ",39,18.00%,8.00%,3.80%,2.20%,"2,934","2,746",6%,"$234,000 ","$642,564,000 "
Seminole,Pinellas,Suncoast,5,27.8427,-82.7853,"19,364","20,003",4,1.10%,"3,871","$63,352 ","$697,442,168 ",53,23.00%,11.00%,9.00%,3.50%,"11,009","8,847",20%,"$235,200 ","$2,080,814,400 "
Seminole Manor ,Palm Beach,Southeast Florida,0,,,,"2,634",4,,"8,277","$53,261 ","$44,046,847 ",33,4%,2%,2.90%,11.60%,827,774,6%,"$219,700 ","$170,047,800 "
Sewall's Point ,Martin,Southeast Florida,1,,,,"1,984",4,,"1,685","$140,893 ","$146,387,827 ",61,37%,25%,15.30%,2.90%,"1,039",917,12%,"$949,000 ","$870,233,000 "
Shady Hills,Pasco,Suncoast,29,28.403,-82.5451,"11,690","11,741",4,0.10%,410,"$57,667 ","$267,459,546 ",43,10.00%,3.00%,10.90%,4.20%,"4,638","4,056",13%,"$164,400 ","$666,806,400 "
Sharpes ,Brevard,Northeast Florida,2,,,,"2,569",4,,"1,070","$46,037 ","$67,352,131 ",52,13%,9%,15.30%,7.00%,"1,463","1,075",27%,"$205,500 ","$220,912,500 "
Siesta Key,Sarasota,Suncoast,2,27.2748,-82.5493,"5,454","5,121",4,-2.10%,"2,186","$108,527 ","$855,843,922 ",67,34.00%,29.00%,1.30%,5.30%,"7,886","2,948",63%,"$764,100 ","$2,252,566,800 "
Silver Lake ,Lake,Central Florida,2,,,,"2,552",4,,"1,363","$75,260 ","$72,475,380 ",42,22%,15%,3.30%,7.80%,963,928,4%,"$241,700 ","$224,297,600 "
Silver Springs ,Marion,Central Florida,6,,,,"2,870",4,,466,"$34,831 ","$45,628,610 ",36,15%,1%,24.80%,6.10%,"1,310","1,231",6%,"$15,900 ","$19,572,900 "
Silver Springs Shores,Marion,Central Florida,5,29.1001,-82.0072,"24,846","30,339",3,6.40%,"6,350","$47,658 ","$492,021,192 ",39,8.00%,5.00%,14.00%,5.70%,"10,324","9,373",9%,"$138,000 ","$1,293,474,000 "
Sky Lake,Orange,Central Florida,1,28.4621,-81.3894,"7,226","7,547",4,1.40%,"5,985","$53,375 ","$126,071,750 ",40,10.00%,4.00%,9.80%,3.50%,"2,362","2,059",13%,"$186,500 ","$384,003,500 "
Sneads ,Jackson,Florida Panhandle,4,,,,"1,939",4,,441,"$36,414 ","$36,086,274 ",39,5%,4%,11.40%,5.90%,991,885,11%,"$82,300 ","$72,835,500 "
South Apopka,Orange,Central Florida,2,28.6568,-81.5058,"6,803","7,127",4,1.50%,"3,313","$41,783 ","$106,546,650 ",33,16.00%,1.00%,23.50%,3.90%,"2,550","2,287",10%,"$181,300 ","$414,633,100 "
South Bay,Palm Beach,Southeast Florida,3,26.6884,-80.7355,"4,860","4,854",4,0.00%,"1,696","$50,344 ","$47,927,488 ",42,5.00%,1.00%,25.20%,8.60%,952,853,10%,"$99,900 ","$85,214,700 "
South Beach ,Indian River,Southeast Florida,3,,,,"3,204",4,,"1,179","$148,239 ","$355,328,883 ",71,42%,30%,24.90%,1.20%,"2,397","1,579",34%,"$682,900 ","$1,078,299,100 "
South Bradenton,Manatee,Suncoast,4,27.4606,-82.5847,"26,858","28,262",3,1.70%,"6,294","$41,069 ","$581,249,557 ",45,10.00%,5.00%,13.60%,6.30%,"14,153","10,733",24%,"$97,700 ","$1,048,614,100 "
South Brooksville,Hernando,Central Florida,18,28.5151,-82.4371,"4,311","4,401",4,0.70%,246,"$51,020 ","$113,621,540 ",58,11.00%,10.00%,5.60%,0.70%,"2,227","1,963",12%,"$98,100 ","$192,570,300 "
South Daytona,Volusia,Northeast Florida,4,29.1652,-81.007,"12,865","13,048",4,0.50%,"3,525","$47,814 ","$305,722,716 ",46,14.00%,7.00%,15.30%,5.80%,"6,394","5,730",10%,"$154,500 ","$885,285,000 "
South Gate Ridge,Sarasota,Suncoast,2,27.2845,-82.4966,"6,024","6,126",4,0.60%,"3,507","$66,910 ","$176,441,670 ",46,24.00%,11.00%,5.40%,6.80%,"2,637","2,438",8%,"$310,400 ","$756,755,200 "
South Highpoint,Pinellas,Suncoast,1,27.9085,-82.7164,"5,018","4,964",4,-0.40%,"5,732","$48,504 ","$97,105,008 ",35,7.00%,2.00%,15.50%,10.30%,"2,002","1,861",7%,"$104,000 ","$193,544,000 "
South Miami,Miami-Dade,South Florida,2,25.7085,-80.2951,"12,026","12,137",4,0.30%,"5,354","$67,110 ","$332,060,280 ",39,30.00%,21.00%,10.80%,4.40%,"4,948","4,652",6%,"$577,500 ","$2,686,530,000 "
South Miami Heights,Miami-Dade,South Florida,5,25.5882,-80.3858,"36,770","37,091",3,0.30%,"7,573","$52,227 ","$618,889,950 ",42,13.00%,4.00%,15.10%,6.50%,"11,850","11,329",4%,"$282,700 ","$3,202,708,300 "
South Palm Beach ,Palm Beach,Southeast Florida,0,,,,"1,875",4,,"17,475","$78,063 ","$156,750,504 ",66,27%,20%,9.50%,2.30%,"2,008","1,077",46%,"$281,000 ","$302,637,000 "
South Pasadena,Pinellas,Suncoast,1,27.7529,-82.7393,"5,353","5,470",4,0.70%,"8,967","$43,383 ","$189,583,710 ",68,16.00%,10.00%,4.10%,5.80%,"4,370","3,021",31%,"$226,600 ","$684,558,600 "
South Patrick Shores,Brevard,Northeast Florida,1,28.1964,-80.613,"6,496","6,682",4,0.90%,"4,602","$68,766 ","$238,549,254 ",55,22.00%,17.00%,3.90%,5.40%,"3,469","3,015",13%,"$298,900 ","$901,183,500 "
South Sarasota,Sarasota,Suncoast,2,27.2863,-82.5331,"5,133","5,187",4,0.30%,"2,703","$77,188 ","$199,994,108 ",55,23.00%,22.00%,6.60%,3.00%,"2,591","2,212",15%,"$473,500 ","$1,047,382,000 "
South Venice,Sarasota,Suncoast,6,27.0428,-82.4163,"15,619","16,120",4,1.00%,"2,675","$64,445 ","$547,846,945 ",51,12.00%,9.00%,4.00%,3.90%,"8,501","7,113",16%,"$226,600 ","$1,611,805,800 "
Southchase,Orange,Central Florida,7,28.3792,-81.3903,"16,276","16,384",4,0.20%,"2,368","$65,909 ","$340,354,076 ",41,18.00%,6.00%,14.10%,7.50%,"5,164","4,422",14%,"$274,300 ","$1,212,954,600 "
Southeast Arcadia,DeSoto,Suncoast,7,27.1862,-81.8521,"6,299","6,221",4,-0.40%,857,"$35,104 ","$112,227,488 ",33,2.00%,1.00%,22.60%,13.40%,"3,197","2,660",17%,"$84,300 ","$224,238,000 "
Southgate,Sarasota,Suncoast,2,27.3074,-82.5099,"6,287","6,020",4,-1.50%,"3,045","$62,129 ","$187,505,322 ",50,25.00%,14.00%,3.00%,6.60%,"3,018","2,709",10%,"$296,500 ","$803,218,500 "
Southwest Ranches,Broward,Southeast Florida,13,26.0497,-80.3738,"7,607","7,685",4,0.30%,592,"$139,980 ","$330,632,760 ",43,22.00%,28.00%,2.90%,3.80%,"2,362","2,109",11%,"$698,100 ","$1,472,292,900 "
Spring Hill,Hernando,Central Florida,60,28.4792,-82.5297,"113,568","118,053",2,1.30%,"1,972","$55,573 ","$2,646,108,395 ",43,12.00%,6.00%,9.80%,6.70%,"47,615","44,136",7%,"$179,600 ","$7,926,825,600 "
Springfield,Bay,Florida Panhandle,4,30.1712,-85.6122,"8,075","7,826",4,-1.00%,"1,881","$43,688 ","$166,189,152 ",42,7.00%,2.00%,16.50%,2.70%,"3,804","3,342",12%,"$115,500 ","$386,001,000 "
St. Augustine,St. Johns,Northeast Florida,9,29.8962,-81.3111,"14,329","14,734",4,0.90%,"1,559","$67,269 ","$509,293,599 ",46,24.00%,16.00%,5.10%,3.90%,"7,571","5,538",27%,"$312,700 ","$1,731,732,600 "
St. Augustine Beach,St. Johns,Northeast Florida,2,29.8416,-81.271,"6,803","6,992",4,0.90%,"3,306","$88,034 ","$385,060,716 ",49,35.00%,17.00%,3.70%,9.20%,"4,374","2,799",36%,"$443,900 ","$1,242,476,100 "
St. Augustine Shores,St. Johns,Northeast Florida,4,29.8058,-81.3122,"8,706","9,111",4,1.50%,"2,079","$64,217 ","$317,039,329 ",55,16.00%,12.00%,4.40%,2.70%,"4,937","4,171",16%,"$244,100 ","$1,018,141,100 "
St. Augustine South,St. Johns,Northeast Florida,2,29.8448,-81.3162,"5,066","5,087",4,0.10%,"3,209","$67,262 ","$154,635,338 ",50,26.00%,11.00%,0.00%,2.20%,"2,299","2,082",9%,"$254,800 ","$530,493,600 "
St. Cloud,Osceola,Central Florida,20,28.2347,-81.2835,"58,964","66,098",3,3.70%,"3,259","$65,274 ","$1,297,386,024 ",36,18.00%,6.00%,8.60%,5.70%,"19,876","16,426",17%,"$239,600 ","$3,935,669,600 "
St. James  ,Lee,Suncoast,15,,,,"3,551",4,,243,"$59,098 ","$208,556,842 ",64,10%,12%,3.80%,11.80%,"3,529","1,719",51%,"$238,700 ","$410,325,300 "
St. Pete Beach,Pinellas,Suncoast,2,27.7168,-82.7396,"8,879","8,738",4,-0.50%,"4,110","$95,448 ","$762,534,072 ",61,31.00%,19.00%,2.90%,6.30%,"7,989","4,630",42%,"$531,400 ","$2,460,382,000 "
St. Petersburg,Pinellas,Suncoast,62,27.7609,-82.6434,"258,308","262,370",1,0.50%,"4,241","$64,375 ","$8,901,517,500 ",43,25.00%,13.00%,8.10%,4.70%,"138,276","111,860",19%,"$242,100 ","$27,081,306,000 "
Starke,Bradford,Northeast Florida,7,29.9475,-82.1129,"5,796","5,901",4,0.60%,822,"$43,339 ","$105,703,821 ",37,5.00%,2.00%,16.40%,6.20%,"2,439","2,025",17%,"$93,600 ","$189,540,000 "
